Age,Female,Male,Total,OpenInterval,Year
0,0.017912,0.023527,0.020804,False,1950
1,0.001674,0.002013,0.001848,False,1950
2,0.001155,0.001607,0.001386,False,1950
3,0.000961,0.001324,0.001147,False,1950
4,0.000616,0.000973,0.000799,False,1950
5,0.000805,0.000955,0.000882,False,1950
6,0.000244,0.000808,0.000533,False,1950
7,0.000524,0.000652,0.000589,False,1950
8,0.000408,0.000727,0.000571,False,1950
9,0.00033,0.000528,0.000431,False,1950
10,0.000517,0.000602,0.00056,False,1950
11,0.000351,0.000552,0.000453,False,1950
12,0.000437,0.000465,0.000451,False,1950
13,0.000355,0.000458,0.000407,False,1950
14,0.000486,0.000679,0.000584,False,1950
15,0.000275,0.000672,0.000478,False,1950
16,0.000403,0.000754,0.000582,False,1950
17,0.000492,0.001171,0.000836,False,1950
18,0.000569,0.001161,0.000868,False,1950
19,0.000546,0.001035,0.000792,False,1950
20,0.000776,0.0017,0.00124,False,1950
21,0.000711,0.001146,0.000929,False,1950
22,0.000832,0.001758,0.001297,False,1950
23,0.001015,0.00161,0.001314,False,1950
24,0.000904,0.001516,0.001213,False,1950
25,0.000859,0.001468,0.001166,False,1950
26,0.000892,0.001572,0.001236,False,1950
27,0.001072,0.001573,0.001325,False,1950
28,0.001089,0.001312,0.001202,False,1950
29,0.000881,0.001654,0.001272,False,1950
30,0.001112,0.001798,0.00146,False,1950
31,0.0013,0.001463,0.001382,False,1950
32,0.001029,0.001653,0.001344,False,1950
33,0.001573,0.001441,0.001506,False,1950
34,0.001503,0.001526,0.001515,False,1950
35,0.001554,0.001728,0.001642,False,1950
36,0.001848,0.002001,0.001925,False,1950
37,0.001612,0.001979,0.001798,False,1950
38,0.001884,0.002364,0.002127,False,1950
39,0.001569,0.002519,0.002052,False,1950
40,0.002303,0.002599,0.002453,False,1950
41,0.002207,0.002463,0.002336,False,1950
42,0.002577,0.002759,0.002669,False,1950
43,0.002572,0.003014,0.002794,False,1950
44,0.00289,0.002929,0.00291,False,1950
45,0.003189,0.003732,0.003459,False,1950
46,0.003874,0.004251,0.004061,False,1950
47,0.003677,0.0044,0.004035,False,1950
48,0.004297,0.005708,0.004996,False,1950
49,0.004122,0.005668,0.004885,False,1950
50,0.005388,0.006403,0.005887,False,1950
51,0.00524,0.006707,0.00596,False,1950
52,0.00564,0.00772,0.00666,False,1950
53,0.005667,0.007534,0.006583,False,1950
54,0.007157,0.008971,0.008042,False,1950
55,0.007908,0.00986,0.008854,False,1950
56,0.00811,0.009977,0.009012,False,1950
57,0.009408,0.011552,0.010442,False,1950
58,0.010124,0.013399,0.011696,False,1950
59,0.010704,0.014698,0.01261,False,1950
60,0.011541,0.015776,0.013551,False,1950
61,0.013421,0.018626,0.015895,False,1950
62,0.015462,0.019415,0.017345,False,1950
63,0.016245,0.020347,0.018198,False,1950
64,0.017805,0.022705,0.02014,False,1950
65,0.019299,0.024477,0.021768,False,1950
66,0.022865,0.028286,0.025431,False,1950
67,0.024791,0.02998,0.027233,False,1950
68,0.029457,0.035349,0.032245,False,1950
69,0.031099,0.037392,0.034074,False,1950
70,0.037382,0.044491,0.040727,False,1950
71,0.039703,0.044682,0.042036,False,1950
72,0.042803,0.048174,0.045334,False,1950
73,0.051657,0.055075,0.05328,False,1950
74,0.059145,0.06386,0.061373,False,1950
75,0.061881,0.067767,0.064642,False,1950
76,0.074786,0.077956,0.076259,False,1950
77,0.078431,0.093637,0.085473,False,1950
78,0.08772,0.098739,0.092798,False,1950
79,0.09804,0.10342,0.100492,False,1950
80,0.117107,0.122107,0.119379,False,1950
81,0.121508,0.140132,0.129801,False,1950
82,0.140701,0.146212,0.143114,False,1950
83,0.157451,0.164313,0.160471,False,1950
84,0.171848,0.171984,0.171907,False,1950
85,0.171329,0.200156,0.183619,False,1950
86,0.201212,0.221734,0.209992,False,1950
87,0.234721,0.227543,0.231679,False,1950
88,0.234566,0.268113,0.248398,False,1950
89,0.272179,0.290206,0.279586,False,1950
90,0.286157,0.2872,0.286595,False,1950
91,0.315696,0.333404,0.322964,False,1950
92,0.337324,0.38219,0.355126,False,1950
93,0.373938,0.460054,0.405791,False,1950
94,0.378223,0.502113,0.422948,False,1950
95,0.466667,0.545455,0.49422,False,1950
96,0.428115,0.47767,0.445667,False,1950
97,0.41989,0.58427,0.474074,False,1950
98,0.574074,0.26087,0.470103,False,1950
99,0.575342,0.699029,0.614907,False,1950
100,0.787879,0.666667,0.755556,False,1950
101,0.526316,0.461538,0.514286,False,1950
102,0.72,0.545455,0.638298,False,1950
103,1.5,2.4,2.0,False,1950
104,3.0,,3.0,False,1950
105,1.2,3.0,1.714286,False,1950
106,0.0,,0.0,False,1950
107,,,,False,1950
108,,,,False,1950
109,,,,False,1950
110,,,,True,1950
0,0.018481,0.024237,0.021448,False,1951
1,0.00194,0.002013,0.001978,False,1951
2,0.001183,0.001449,0.001319,False,1951
3,0.000891,0.00096,0.000926,False,1951
4,0.00048,0.001004,0.000749,False,1951
5,0.00041,0.000912,0.000668,False,1951
6,0.000552,0.001,0.000782,False,1951
7,0.000456,0.000528,0.000493,False,1951
8,0.000454,0.000702,0.000581,False,1951
9,0.000253,0.000578,0.000419,False,1951
10,0.000483,0.000633,0.00056,False,1951
11,0.000302,0.000415,0.000359,False,1951
12,0.000395,0.000488,0.000442,False,1951
13,0.000483,0.000575,0.00053,False,1951
14,0.000355,0.00048,0.000419,False,1951
15,0.000534,0.000726,0.000632,False,1951
16,0.000399,0.001056,0.000734,False,1951
17,0.000625,0.001165,0.000899,False,1951
18,0.00073,0.00112,0.000927,False,1951
19,0.000748,0.001136,0.000942,False,1951
20,0.000988,0.001683,0.001335,False,1951
21,0.000789,0.001217,0.001003,False,1951
22,0.000571,0.00151,0.001041,False,1951
23,0.000867,0.00125,0.001059,False,1951
24,0.000818,0.001371,0.001096,False,1951
25,0.000756,0.001248,0.001003,False,1951
26,0.000754,0.001464,0.001112,False,1951
27,0.000829,0.001512,0.001174,False,1951
28,0.001088,0.00129,0.00119,False,1951
29,0.000961,0.001258,0.001111,False,1951
30,0.001167,0.001539,0.001355,False,1951
31,0.001059,0.001499,0.001282,False,1951
32,0.000979,0.001875,0.001432,False,1951
33,0.001242,0.001597,0.001422,False,1951
34,0.00163,0.001667,0.001649,False,1951
35,0.001618,0.001866,0.001743,False,1951
36,0.001423,0.001786,0.001606,False,1951
37,0.001496,0.001824,0.001662,False,1951
38,0.001613,0.002178,0.001899,False,1951
39,0.00183,0.00187,0.00185,False,1951
40,0.001811,0.002059,0.001937,False,1951
41,0.002104,0.002943,0.002529,False,1951
42,0.002082,0.002794,0.00244,False,1951
43,0.002244,0.003269,0.002758,False,1951
44,0.00271,0.003442,0.003077,False,1951
45,0.00344,0.004096,0.003767,False,1951
46,0.003434,0.004151,0.00379,False,1951
47,0.003865,0.00491,0.004384,False,1951
48,0.004058,0.004802,0.004426,False,1951
49,0.004334,0.005593,0.004956,False,1951
50,0.004388,0.006154,0.005259,False,1951
51,0.005477,0.006582,0.00602,False,1951
52,0.005896,0.00664,0.006261,False,1951
53,0.00622,0.008636,0.007404,False,1951
54,0.006565,0.008107,0.00732,False,1951
55,0.006797,0.009356,0.008044,False,1951
56,0.008821,0.01098,0.009866,False,1951
57,0.008782,0.011118,0.009908,False,1951
58,0.010145,0.013078,0.011556,False,1951
59,0.010486,0.014396,0.012358,False,1951
60,0.011793,0.016364,0.013968,False,1951
61,0.012245,0.017471,0.014718,False,1951
62,0.01363,0.018272,0.01583,False,1951
63,0.016295,0.020344,0.018219,False,1951
64,0.017412,0.022949,0.02004,False,1951
65,0.019693,0.024459,0.021957,False,1951
66,0.020968,0.026367,0.023536,False,1951
67,0.025144,0.031363,0.02808,False,1951
68,0.027686,0.03299,0.030175,False,1951
69,0.029473,0.036151,0.032622,False,1951
70,0.035164,0.041951,0.038361,False,1951
71,0.03627,0.044873,0.040297,False,1951
72,0.045816,0.049136,0.047368,False,1951
73,0.049863,0.054404,0.051997,False,1951
74,0.053031,0.059785,0.056228,False,1951
75,0.062673,0.067987,0.065179,False,1951
76,0.069551,0.073803,0.07154,False,1951
77,0.080001,0.084005,0.081855,False,1951
78,0.085753,0.09693,0.090898,False,1951
79,0.099398,0.103759,0.1014,False,1951
80,0.108017,0.116056,0.111674,False,1951
81,0.119227,0.132742,0.12533,False,1951
82,0.137115,0.143274,0.139839,False,1951
83,0.153793,0.172436,0.16192,False,1951
84,0.167534,0.173446,0.170128,False,1951
85,0.18069,0.214998,0.195376,False,1951
86,0.211426,0.22074,0.215342,False,1951
87,0.22514,0.241027,0.231917,False,1951
88,0.253958,0.278074,0.264094,False,1951
89,0.268873,0.294182,0.279132,False,1951
90,0.292913,0.326544,0.306648,False,1951
91,0.32,0.364217,0.338259,False,1951
92,0.354033,0.422195,0.381271,False,1951
93,0.351301,0.380429,0.362455,False,1951
94,0.433735,0.48164,0.450586,False,1951
95,0.426328,0.486486,0.447059,False,1951
96,0.447031,0.547884,0.481651,False,1951
97,0.427184,0.410959,0.421978,False,1951
98,0.512658,0.621951,0.55,False,1951
99,0.9,0.635294,0.815094,False,1951
100,0.333333,0.571429,0.421053,False,1951
101,0.566038,0.0,0.483871,False,1951
102,0.5625,1.2,0.714286,False,1951
103,0.545455,1.2,0.75,False,1951
104,,,,False,1951
105,,,,False,1951
106,0.0,,0.0,False,1951
107,0.0,,0.0,False,1951
108,,,,False,1951
109,,,,False,1951
110,,,,True,1951
0,0.01804,0.022788,0.020484,False,1952
1,0.001665,0.001743,0.001705,False,1952
2,0.00089,0.00141,0.001158,False,1952
3,0.000811,0.000998,0.000907,False,1952
4,0.000627,0.001102,0.00087,False,1952
5,0.000432,0.000988,0.000717,False,1952
6,0.000379,0.000748,0.000568,False,1952
7,0.00041,0.000746,0.000583,False,1952
8,0.000244,0.000528,0.000389,False,1952
9,0.000297,0.000435,0.000367,False,1952
10,0.00035,0.000373,0.000361,False,1952
11,0.000286,0.000549,0.00042,False,1952
12,0.000323,0.000415,0.00037,False,1952
13,0.000219,0.000403,0.000313,False,1952
14,0.000483,0.000664,0.000575,False,1952
15,0.000355,0.000755,0.000558,False,1952
16,0.000436,0.000913,0.000678,False,1952
17,0.000347,0.000982,0.00067,False,1952
18,0.000644,0.001429,0.001041,False,1952
19,0.000528,0.001285,0.000908,False,1952
20,0.000346,0.001156,0.00075,False,1952
21,0.000621,0.001226,0.000923,False,1952
22,0.000579,0.001543,0.00106,False,1952
23,0.000588,0.001411,0.001,False,1952
24,0.000905,0.001221,0.001063,False,1952
25,0.000773,0.001199,0.000987,False,1952
26,0.000772,0.001405,0.00109,False,1952
27,0.000712,0.001402,0.001059,False,1952
28,0.000692,0.00117,0.000933,False,1952
29,0.000895,0.001327,0.001113,False,1952
30,0.000942,0.001696,0.001322,False,1952
31,0.000997,0.001406,0.001204,False,1952
32,0.001196,0.001367,0.001282,False,1952
33,0.000999,0.001994,0.001502,False,1952
34,0.001281,0.001676,0.001481,False,1952
35,0.001324,0.001782,0.001555,False,1952
36,0.001349,0.001813,0.001583,False,1952
37,0.001443,0.002066,0.001757,False,1952
38,0.001349,0.002009,0.001682,False,1952
39,0.001651,0.002345,0.002002,False,1952
40,0.002015,0.002464,0.002243,False,1952
41,0.001887,0.002621,0.00226,False,1952
42,0.002382,0.002845,0.002616,False,1952
43,0.002251,0.002658,0.002455,False,1952
44,0.002735,0.003523,0.00313,False,1952
45,0.002851,0.003855,0.003354,False,1952
46,0.002864,0.003623,0.003241,False,1952
47,0.003006,0.004534,0.003764,False,1952
48,0.003408,0.004624,0.004011,False,1952
49,0.004217,0.005167,0.004686,False,1952
50,0.004639,0.006071,0.005346,False,1952
51,0.005232,0.006544,0.005878,False,1952
52,0.005461,0.00722,0.006324,False,1952
53,0.005838,0.007634,0.006718,False,1952
54,0.007042,0.008949,0.007976,False,1952
55,0.007152,0.010276,0.00868,False,1952
56,0.008238,0.010367,0.009274,False,1952
57,0.008774,0.011788,0.01023,False,1952
58,0.008886,0.011859,0.010316,False,1952
59,0.009952,0.013545,0.011677,False,1952
60,0.011406,0.014732,0.012995,False,1952
61,0.012401,0.016761,0.014471,False,1952
62,0.014786,0.018554,0.016564,False,1952
63,0.016115,0.020667,0.018266,False,1952
64,0.016776,0.022533,0.019504,False,1952
65,0.019434,0.023954,0.021574,False,1952
66,0.021372,0.027497,0.024275,False,1952
67,0.023055,0.029572,0.026146,False,1952
68,0.026937,0.032149,0.029389,False,1952
69,0.0305,0.037684,0.03386,False,1952
70,0.035212,0.040192,0.037553,False,1952
71,0.037942,0.043365,0.040484,False,1952
72,0.042649,0.048732,0.045486,False,1952
73,0.047104,0.051546,0.049173,False,1952
74,0.053419,0.057835,0.055489,False,1952
75,0.057587,0.066291,0.061693,False,1952
76,0.068494,0.073817,0.070998,False,1952
77,0.073214,0.08382,0.078156,False,1952
78,0.086666,0.088206,0.087376,False,1952
79,0.093929,0.107564,0.100174,False,1952
80,0.103403,0.108188,0.10559,False,1952
81,0.119416,0.119285,0.119357,False,1952
82,0.129216,0.149964,0.138536,False,1952
83,0.134959,0.144795,0.139266,False,1952
84,0.160204,0.171464,0.165074,False,1952
85,0.167634,0.214931,0.188089,False,1952
86,0.201345,0.22591,0.211661,False,1952
87,0.204605,0.244592,0.221282,False,1952
88,0.229514,0.256684,0.240887,False,1952
89,0.266731,0.266278,0.266542,False,1952
90,0.262883,0.295339,0.275844,False,1952
91,0.299456,0.342273,0.316564,False,1952
92,0.332026,0.356816,0.342034,False,1952
93,0.361257,0.368065,0.363926,False,1952
94,0.332886,0.348154,0.338574,False,1952
95,0.374486,0.449409,0.40018,False,1952
96,0.473684,0.556561,0.50152,False,1952
97,0.44086,0.338346,0.407767,False,1952
98,0.320611,0.610169,0.410526,False,1952
99,0.386139,0.666667,0.466431,False,1952
100,0.815534,0.428571,0.679245,False,1952
101,0.436364,0.6,0.505263,False,1952
102,0.387097,0.75,0.461538,False,1952
103,0.3,0.0,0.26087,False,1952
104,1.5,0.0,0.857143,False,1952
105,,,,False,1952
106,,,,False,1952
107,3.0,,3.0,False,1952
108,,,,False,1952
109,,,,False,1952
110,,,,True,1952
0,0.016508,0.021199,0.018924,False,1953
1,0.001539,0.001852,0.0017,False,1953
2,0.001068,0.001041,0.001054,False,1953
3,0.000677,0.001059,0.000873,False,1953
4,0.000423,0.00087,0.000652,False,1953
5,0.000446,0.000882,0.000669,False,1953
6,0.000432,0.000944,0.000694,False,1953
7,0.000442,0.000823,0.000638,False,1953
8,0.0003,0.000612,0.00046,False,1953
9,0.00031,0.000559,0.000437,False,1953
10,0.00021,0.000636,0.000427,False,1953
11,0.000272,0.000335,0.000304,False,1953
12,0.000286,0.000718,0.000506,False,1953
13,0.000366,0.00056,0.000465,False,1953
14,0.000373,0.000636,0.000507,False,1953
15,0.000276,0.000774,0.00053,False,1953
16,0.000378,0.000983,0.000685,False,1953
17,0.000652,0.001169,0.000915,False,1953
18,0.000443,0.001268,0.000861,False,1953
19,0.000564,0.001308,0.000938,False,1953
20,0.00069,0.001332,0.001011,False,1953
21,0.000732,0.001818,0.001273,False,1953
22,0.000749,0.001598,0.001172,False,1953
23,0.000666,0.001491,0.001078,False,1953
24,0.000542,0.001168,0.000856,False,1953
25,0.000688,0.001283,0.000986,False,1953
26,0.000793,0.001612,0.001204,False,1953
27,0.000731,0.001323,0.001029,False,1953
28,0.000652,0.001481,0.001069,False,1953
29,0.000903,0.001568,0.001238,False,1953
30,0.000819,0.001517,0.001171,False,1953
31,0.001121,0.001558,0.001341,False,1953
32,0.001116,0.001889,0.001507,False,1953
33,0.001163,0.001419,0.001293,False,1953
34,0.001241,0.001665,0.001455,False,1953
35,0.000992,0.001507,0.001252,False,1953
36,0.001556,0.002011,0.001786,False,1953
37,0.001293,0.001949,0.001624,False,1953
38,0.001575,0.002237,0.001908,False,1953
39,0.001462,0.002232,0.001851,False,1953
40,0.002039,0.002279,0.00216,False,1953
41,0.002092,0.002471,0.002284,False,1953
42,0.001705,0.0027,0.00221,False,1953
43,0.002498,0.003086,0.002795,False,1953
44,0.002365,0.003264,0.002817,False,1953
45,0.002968,0.003797,0.003383,False,1953
46,0.00282,0.003908,0.003365,False,1953
47,0.003243,0.004467,0.003852,False,1953
48,0.003615,0.004719,0.004162,False,1953
49,0.003585,0.004814,0.004194,False,1953
50,0.004668,0.005447,0.005052,False,1953
51,0.005246,0.005444,0.005344,False,1953
52,0.005387,0.006892,0.006128,False,1953
53,0.005358,0.007086,0.006205,False,1953
54,0.006759,0.009121,0.007915,False,1953
55,0.007323,0.009126,0.008205,False,1953
56,0.007826,0.011677,0.009707,False,1953
57,0.007922,0.011044,0.009438,False,1953
58,0.009073,0.013798,0.011352,False,1953
59,0.010948,0.014389,0.0126,False,1953
60,0.011284,0.015994,0.013541,False,1953
61,0.012902,0.016848,0.014783,False,1953
62,0.013373,0.018247,0.015682,False,1953
63,0.014915,0.020185,0.017397,False,1953
64,0.017212,0.022337,0.019628,False,1953
65,0.019443,0.025002,0.022071,False,1953
66,0.020434,0.026998,0.023532,False,1953
67,0.024415,0.028178,0.026194,False,1953
68,0.027128,0.034651,0.030685,False,1953
69,0.031239,0.03695,0.033917,False,1953
70,0.034588,0.041097,0.037626,False,1953
71,0.03947,0.044793,0.041966,False,1953
72,0.045334,0.048639,0.046879,False,1953
73,0.048236,0.050829,0.049443,False,1953
74,0.053426,0.061045,0.056968,False,1953
75,0.05931,0.06763,0.063194,False,1953
76,0.066997,0.075561,0.071022,False,1953
77,0.073661,0.084484,0.078728,False,1953
78,0.086727,0.089475,0.088004,False,1953
79,0.095089,0.103128,0.098779,False,1953
80,0.106886,0.113579,0.109939,False,1953
81,0.122039,0.12924,0.125321,False,1953
82,0.133829,0.138144,0.135777,False,1953
83,0.147743,0.161946,0.154085,False,1953
84,0.157162,0.162875,0.159654,False,1953
85,0.1728,0.191243,0.180658,False,1953
86,0.190314,0.202889,0.19566,False,1953
87,0.214101,0.224899,0.218591,False,1953
88,0.220708,0.240478,0.228825,False,1953
89,0.247689,0.277717,0.260165,False,1953
90,0.256045,0.273086,0.263097,False,1953
91,0.269307,0.351823,0.301181,False,1953
92,0.345962,0.320537,0.335939,False,1953
93,0.367167,0.377622,0.371373,False,1953
94,0.376431,0.480493,0.41623,False,1953
95,0.426059,0.450704,0.434855,False,1953
96,0.413574,0.474359,0.433735,False,1953
97,0.496241,0.453608,0.481166,False,1953
98,0.467967,0.368098,0.436782,False,1953
99,0.682927,0.622642,0.664773,False,1953
100,0.568966,0.136364,0.45,False,1953
101,1.018868,0.545455,0.837209,False,1953
102,0.4,1.2,0.72,False,1953
103,0.571429,6.0,0.818182,False,1953
104,0.6,0.0,0.461538,False,1953
105,0.0,0.0,0.0,False,1953
106,,,,False,1953
107,,,,False,1953
108,,,,False,1953
109,,,,False,1953
110,,,,True,1953
0,0.015028,0.021765,0.018496,False,1954
1,0.00135,0.001596,0.001476,False,1954
2,0.000829,0.0012,0.00102,False,1954
3,0.00075,0.000865,0.000809,False,1954
4,0.000606,0.000757,0.000684,False,1954
5,0.000355,0.000597,0.000479,False,1954
6,0.000462,0.000505,0.000484,False,1954
7,0.000384,0.000381,0.000382,False,1954
8,0.000411,0.000509,0.000461,False,1954
9,0.000284,0.000508,0.000399,False,1954
10,0.000261,0.000482,0.000374,False,1954
11,0.000472,0.000402,0.000436,False,1954
12,0.000408,0.000466,0.000438,False,1954
13,0.000176,0.000338,0.000258,False,1954
14,0.000561,0.000643,0.000603,False,1954
15,0.000482,0.000657,0.000571,False,1954
16,0.000459,0.000685,0.000574,False,1954
17,0.000282,0.000868,0.000579,False,1954
18,0.000431,0.001004,0.000721,False,1954
19,0.000316,0.001196,0.00076,False,1954
20,0.000437,0.001212,0.000825,False,1954
21,0.00052,0.001257,0.000888,False,1954
22,0.00041,0.001354,0.00088,False,1954
23,0.000594,0.001394,0.000992,False,1954
24,0.000665,0.0012,0.000932,False,1954
25,0.000607,0.001341,0.000974,False,1954
26,0.000666,0.001262,0.000965,False,1954
27,0.001022,0.001115,0.001069,False,1954
28,0.000569,0.001285,0.000929,False,1954
29,0.000969,0.001209,0.00109,False,1954
30,0.000885,0.001496,0.001193,False,1954
31,0.000648,0.001313,0.000983,False,1954
32,0.001015,0.001368,0.001193,False,1954
33,0.001356,0.001545,0.001451,False,1954
34,0.001113,0.001422,0.00127,False,1954
35,0.001343,0.002021,0.001686,False,1954
36,0.001305,0.002008,0.001659,False,1954
37,0.001366,0.001582,0.001475,False,1954
38,0.001352,0.001936,0.001647,False,1954
39,0.001484,0.002187,0.001838,False,1954
40,0.001873,0.002219,0.002048,False,1954
41,0.001749,0.002482,0.00212,False,1954
42,0.002299,0.002909,0.002607,False,1954
43,0.002099,0.002744,0.002426,False,1954
44,0.002319,0.003006,0.002666,False,1954
45,0.002537,0.003876,0.00321,False,1954
46,0.0029,0.00398,0.003441,False,1954
47,0.00356,0.004213,0.003887,False,1954
48,0.003626,0.004747,0.004183,False,1954
49,0.003808,0.005089,0.004443,False,1954
50,0.004277,0.005299,0.004783,False,1954
51,0.004253,0.006372,0.005298,False,1954
52,0.005146,0.006123,0.005628,False,1954
53,0.005993,0.007511,0.00674,False,1954
54,0.006143,0.008202,0.007151,False,1954
55,0.006207,0.009707,0.007917,False,1954
56,0.007351,0.010683,0.008978,False,1954
57,0.008077,0.010388,0.009204,False,1954
58,0.009327,0.011925,0.010587,False,1954
59,0.009307,0.013254,0.011206,False,1954
60,0.011038,0.015334,0.013096,False,1954
61,0.012737,0.015862,0.014231,False,1954
62,0.012102,0.017279,0.014565,False,1954
63,0.015447,0.019944,0.017572,False,1954
64,0.016571,0.022077,0.019157,False,1954
65,0.018336,0.024083,0.021038,False,1954
66,0.022587,0.027423,0.024867,False,1954
67,0.022372,0.031607,0.026717,False,1954
68,0.026539,0.035053,0.030551,False,1954
69,0.027971,0.034758,0.031167,False,1954
70,0.032314,0.041397,0.036557,False,1954
71,0.036772,0.045853,0.040995,False,1954
72,0.043177,0.051496,0.047066,False,1954
73,0.045545,0.052644,0.048854,False,1954
74,0.051996,0.061178,0.056258,False,1954
75,0.057324,0.064422,0.060609,False,1954
76,0.062683,0.074388,0.068117,False,1954
77,0.07471,0.080659,0.077493,False,1954
78,0.08247,0.093746,0.087735,False,1954
79,0.089668,0.097495,0.093289,False,1954
80,0.10303,0.117613,0.109694,False,1954
81,0.123171,0.123291,0.123226,False,1954
82,0.131022,0.140002,0.135102,False,1954
83,0.141491,0.151798,0.146121,False,1954
84,0.165467,0.165761,0.165598,False,1954
85,0.168255,0.167492,0.167924,False,1954
86,0.19587,0.194921,0.195467,False,1954
87,0.207482,0.232148,0.217897,False,1954
88,0.242964,0.238543,0.241152,False,1954
89,0.250038,0.24986,0.249966,False,1954
90,0.257855,0.321538,0.28399,False,1954
91,0.296973,0.32016,0.306356,False,1954
92,0.315668,0.318551,0.316768,False,1954
93,0.33949,0.39011,0.359249,False,1954
94,0.386266,0.390533,0.387951,False,1954
95,0.468031,0.479212,0.472155,False,1954
96,0.422961,0.345083,0.395561,False,1954
97,0.603175,0.501672,0.568129,False,1954
98,0.37931,0.593023,0.45,False,1954
99,0.410959,0.428571,0.416404,False,1954
100,0.481752,1.081967,0.666667,False,1954
101,0.590164,0.24,0.488372,False,1954
102,0.857143,2.727273,1.384615,False,1954
103,1.5,0.0,1.2,False,1954
104,3.0,,3.0,False,1954
105,0.0,0.0,0.0,False,1954
106,0.0,6.0,1.5,False,1954
107,,,,False,1954
108,,,,False,1954
109,,,,False,1954
110,,,,True,1954
0,0.015779,0.01992,0.017908,False,1955
1,0.001246,0.001635,0.001446,False,1955
2,0.000894,0.001201,0.001052,False,1955
3,0.000752,0.000873,0.000814,False,1955
4,0.000506,0.000936,0.000727,False,1955
5,0.000517,0.000757,0.00064,False,1955
6,0.000474,0.000597,0.000537,False,1955
7,0.000462,0.000646,0.000556,False,1955
8,0.000432,0.000533,0.000484,False,1955
9,0.000411,0.000599,0.000507,False,1955
10,0.000284,0.000418,0.000353,False,1955
11,0.00031,0.000373,0.000342,False,1955
12,0.000315,0.000502,0.00041,False,1955
13,0.000214,0.000578,0.0004,False,1955
14,0.000242,0.000443,0.000345,False,1955
15,0.000474,0.000788,0.000634,False,1955
16,0.000328,0.000805,0.00057,False,1955
17,0.000433,0.001103,0.000774,False,1955
18,0.000419,0.001046,0.000737,False,1955
19,0.000496,0.001232,0.000867,False,1955
20,0.000408,0.001097,0.000754,False,1955
21,0.000602,0.001369,0.000986,False,1955
22,0.000658,0.001175,0.000917,False,1955
23,0.000522,0.001182,0.000851,False,1955
24,0.000635,0.001273,0.000954,False,1955
25,0.000641,0.00128,0.000961,False,1955
26,0.000757,0.00127,0.001014,False,1955
27,0.000623,0.001108,0.000866,False,1955
28,0.000688,0.000947,0.000818,False,1955
29,0.000934,0.001222,0.001079,False,1955
30,0.000929,0.001207,0.001069,False,1955
31,0.00075,0.001286,0.00102,False,1955
32,0.000648,0.001125,0.000888,False,1955
33,0.000943,0.001527,0.001237,False,1955
34,0.000864,0.001844,0.001359,False,1955
35,0.001233,0.001674,0.001456,False,1955
36,0.001343,0.00167,0.001508,False,1955
37,0.00152,0.001819,0.001671,False,1955
38,0.001656,0.002131,0.001896,False,1955
39,0.001199,0.002167,0.001687,False,1955
40,0.001824,0.002062,0.001943,False,1955
41,0.001856,0.002441,0.002151,False,1955
42,0.001935,0.002487,0.002214,False,1955
43,0.002375,0.00268,0.00253,False,1955
44,0.002438,0.003096,0.002771,False,1955
45,0.002655,0.003357,0.00301,False,1955
46,0.0028,0.00345,0.003127,False,1955
47,0.003171,0.003842,0.003507,False,1955
48,0.00386,0.004344,0.004102,False,1955
49,0.003736,0.005505,0.004614,False,1955
50,0.004387,0.005112,0.004746,False,1955
51,0.004623,0.005896,0.005253,False,1955
52,0.005208,0.007227,0.006203,False,1955
53,0.005762,0.007223,0.006482,False,1955
54,0.005939,0.008319,0.007109,False,1955
55,0.006825,0.010001,0.008378,False,1955
56,0.007167,0.010823,0.00895,False,1955
57,0.007192,0.010983,0.009041,False,1955
58,0.00872,0.012134,0.010383,False,1955
59,0.009999,0.014801,0.012323,False,1955
60,0.010996,0.016142,0.013466,False,1955
61,0.011081,0.016608,0.013723,False,1955
62,0.012394,0.018783,0.015442,False,1955
63,0.01407,0.019701,0.016741,False,1955
64,0.015393,0.022156,0.01858,False,1955
65,0.017718,0.023859,0.020592,False,1955
66,0.019461,0.026384,0.022707,False,1955
67,0.022488,0.029647,0.02585,False,1955
68,0.025779,0.030342,0.027918,False,1955
69,0.02791,0.035961,0.031691,False,1955
70,0.031812,0.038972,0.035168,False,1955
71,0.036342,0.043482,0.039663,False,1955
72,0.039712,0.049982,0.044467,False,1955
73,0.046513,0.056872,0.051331,False,1955
74,0.049621,0.056517,0.052822,False,1955
75,0.054611,0.066705,0.060202,False,1955
76,0.063158,0.07003,0.066323,False,1955
77,0.071562,0.0812,0.076012,False,1955
78,0.079768,0.087867,0.083542,False,1955
79,0.08838,0.102891,0.095113,False,1955
80,0.100853,0.114245,0.107001,False,1955
81,0.111281,0.125091,0.117561,False,1955
82,0.12328,0.132704,0.127542,False,1955
83,0.137333,0.145064,0.14082,False,1955
84,0.148586,0.162918,0.155005,False,1955
85,0.161381,0.166154,0.163502,False,1955
86,0.15682,0.193294,0.172557,False,1955
87,0.208726,0.218991,0.213057,False,1955
88,0.202648,0.248148,0.221562,False,1955
89,0.247326,0.273982,0.258145,False,1955
90,0.250395,0.277951,0.261395,False,1955
91,0.27082,0.31673,0.289157,False,1955
92,0.33456,0.365567,0.346871,False,1955
93,0.366685,0.4181,0.385917,False,1955
94,0.365792,0.33002,0.351847,False,1955
95,0.375,0.409901,0.388759,False,1955
